name,text,context
Barney," You gotta mark your territory, and I don't mean missing the toilet. You gotta do something big."," Yeah, well, what am I supposed to do?  What, like buy a new sofa?"
Barney, Bigger.," What, like buy a new sofa?  Katie's here. OK, real quick, last night, epiphany! I realized what the world of dating needs. Ready? A lemon law."
Barney," Katie's here. OK, real quick, last night, epiphany! I realized what the world of dating needs. Ready? A lemon law."," Bigger.  A lemon law, like for cars."
Barney," Exactly. From the moment the date begins you have five minutes to decide whether you're going to commit to an entire evening. And if you don't, it's no hard feelings just good night, thanks for playing, see you never. Huh? Huh? The lemon law, it's gonna be a thing, possibly starting right now."," A lemon law, like for cars.  Hi Katie. Barney."
Barney, Hi Katie. Barney.," Exactly. From the moment the date begins you have five minutes to decide whether you're going to commit to an entire evening. And if you don't, it's no hard feelings just good night, thanks for playing, see you never. Huh? Huh? The lemon law, it's gonna be a thing, possibly starting right now.  Hi, it's good to finally meet you."
Barney," Hm, yeah. Katie, you are about to be a part of history."," Hi, it's good to finally meet you.  Tell your friends."
Barney, Tell your friends.," Hm, yeah. Katie, you are about to be a part of history.  It's gonna be a thing.KITCHEN"
Barney, It's gonna be a thing.KITCHEN," Tell your friends.  Man, Ted's been acting weird. He started labeling all his food. He even carved Ted into that block of cheese."
Barney," No, I'm a visionary. Lemon law, it's gonna be a thing!"," You're a jerk.  For the record, your little lemon law is a symbol of everything that's wrong with our no-attention span society."
Barney," No, wrong, lemon law is awesome."," For the record, your little lemon law is a symbol of everything that's wrong with our no-attention span society.  It takes longer than five minutes to really get to know someone. You keep giving up on people so quickly, you're gonna miss out on something great."
Barney," OK, you're on a blind date, sitting across the table is that guy."," It takes longer than five minutes to really get to know someone. You keep giving up on people so quickly, you're gonna miss out on something great.  You really think it'll take more than five minutes to realize there will be no date number two?"
Barney, You really think it'll take more than five minutes to realize there will be no date number two?," OK, you're on a blind date, sitting across the table is that guy.  Yes I do. For all I know, that guy's my soul-mate."
Barney," Bad move, Scherbatsky."," Yes I do. For all I know, that guy's my soul-mate.  Hi, have you met Robin?"
Barney," Hi, have you met Robin?"," Bad move, Scherbatsky.  Hi."
Barney," (laughs) Time's running out, Scherbatsky. Last chance for the lemon law.", Hello.  Leave me alone.
Barney," 4:56, 4:57, 4:58.", Leave me alone.  We're only just getting to know each other.
Barney, Say I'm right and this could all be over. This could be your call from the hospital., We're only just getting to know each other.  Sorry.
Barney," So get this, I was on a date with this girl, Jackie."," They're just patching her up. She's gonna be fine.  What? You said she's fine. So, anyway, I was on date with this girl, Jackie."
Barney," What? You said she's fine. So, anyway, I was on date with this girl, Jackie."," So get this, I was on a date with this girl, Jackie.  Wow, Jackie, you make a really great first impression. I have a feeling that tonight you might end up being Jackie O."
Barney," Wow, Jackie, you make a really great first impression. I have a feeling that tonight you might end up being Jackie O."," What? You said she's fine. So, anyway, I was on date with this girl, Jackie.  Yeah, I'm sorry, I'm gonna have to lemon law you."
Barney," It's out there, it's a thing. The lemon law is a thing. Damn, I should have called it Barney's law."," Yeah, I'm sorry, I'm gonna have to lemon law you.  But you're totally..."
Barney, And to the lemon law., Here here. Cheers  Self-clink.
Barney, Self-clink.," And to the lemon law.  And by the way, I bought these glasses. I bought them at Ikea. These are my glasses."
Barney," The Thankstini. A fun and delicious new novelty drink I invented. Cranberry juice, potato vodka and a bouillon cube. Tastes just like a turkey dinner.", Not how much? What.  It's like Thanksgiving in my mouth.
Barney," Thanksgiving in a strip club, who's in? The Lusty Leopard has a surprisingly good Thanksgiving buffet. Plus, they do this thing. Heather dresses up as a pilgrim and Misty dresses up as an Indian, and they share a meal."," No, Barney's got his own Thanksgiving tradition.  Oh, Barney."
Barney," I'm sorry, Native American."," Oh, Barney.  I think I'm gonna go to a homeless shelter, serve food."
Barney, Canceling out Barney.," Yeah, I thought I'd just spend the day giving back, you know, doing some good.  Exactly."
Barney," Excuse me, guys. Coming through."," I know. I'm so psyched we did this. Look at all these people, giving up their Thanksgiving to help their fellow man. These have got to be the best people in New York.  Barney?"
Barney," Well, hi guys.", Barney?  What are you doing here?
Barney," Oh, just the Lord's work.", What are you doing here?  But you're Satan.
Barney," Guys, OK, look, I don't advertise it, but I volunteer here. I think it's important to help the less fortunate. I'm the Angelina Jolie of incredibly hot guys."," But you're Satan.  This is a joke, right? You don't actually volunteer here."
Barney, I'm on it.," Barney, we need you out front. There is a logjam on the stuffing line. Can you show them how it's done?  Wait, so, this is real. Barney does this?"
Barney," That's because I was trained by the best, Kendall."," Every Sunday, all year long. He's our best volunteer  Anyway, uh, we're psyched to be here, Kendall. What do you need us to do?"
Barney," Kendall, they're cool."," Come on, we just wanna help out.  Fine, but I'm not promising anything. Wait here, we'll let you know if we need you."
Barney," OK, well, I better get out there. There's a lot of food to give out. And a lot of smiles."," Fine, but I'm not promising anything. Wait here, we'll let you know if we need you.  Oh, I almost forgot. I know it's early but you are a future Mrs. Ericksen."
Barney," Man, it's amazing out there. I've done so much good today, I've got like a soul boner."," Hey Marvin, you're the dorko, dorko!  Yesterday you said the best feeling on earth was getting your toes sucked. Then you requested a high-five with your foot."
Barney," (laughs) You wanna scoop stuffing your first day out? Hello, NFL, can I be quarterback this Sunday? Dude."," Hey, Barn? What do you say you let us sub in for you, scoop stuffing for a little bit?  OK, I finished the gummy bear layer of the salad. What's next?"
Barney," So, wait, not only have you not done any good for anyone today, you're actually helping someone steal from the homeless. You know, Ted, it's called Thanksgiving, not Thankstaking. Damn."," Lily!  Barney, you need me to sign your time sheet, right?"
Barney," Yeah, Right. Thanks."," Barney, you need me to sign your time sheet, right?  Barney."
Barney," Yeah, what's up?", Barney.  You have a time sheet. No one else has a time sheet.
Barney," Yeah, so."," You have a time sheet. No one else has a time sheet.  All right, let me see that."
Barney, That's my private personal business!," All right, let me see that.  Court-mandated community service."
Barney, That's my private personal business., Court-mandated community service.  I was unfairly punished because the wall belonged to the judge's church.
Barney, I was unfairly punished because the wall belonged to the judge's church., That's my private personal business.  You peed on a church?
Barney, I peed in an alley which happened to have a church which I did not see because I was drunk.," You peed on a church?  Oh, you are evil."
Barney," OK, fine, so a judge is making me do this but I'm still doing it, and kicking ass at it, BTW."," Now, all's right with the world again.  When's the last time either of you did any good? Huh?"
Barney, When's the last time either of you did any good? Huh?," OK, fine, so a judge is making me do this but I'm still doing it, and kicking ass at it, BTW.  Kendall, ah, Kendall, Amanda is stealing Portobello mushrooms from homeless people."
Barney, I can't believe that I told Kendall you guys were cool. I had 40 hours left on my community service and now I've got to spend it spearing trash on a freaking median strip., Apparently you can. And his two non-mushroom-throwing friends.  Volunteer of the year!
Barney, Volunteer of the year!," I can't believe that I told Kendall you guys were cool. I had 40 hours left on my community service and now I've got to spend it spearing trash on a freaking median strip.  I'm sorry, I'm sorry. OK, look, if there's anything I can do to make it up to you, just tell me, I'll do it."
Barney," Ted, I'm glad you asked."," I'm sorry, I'm sorry. OK, look, if there's anything I can do to make it up to you, just tell me, I'll do it.  Surprisingly good."
Barney, Right? I told you so., Surprisingly good.  Public urination. Who gets arrested for public urination?
Barney," OK, Ted, I found a way for you to help someone, to do some good. This is Walter, and Walter is homeless. And Walter would like a lap dance."," You wanna know why I have to work tomorrow? My firm's designing an executive lounge for a tobacco company. In the fight against cancer, I'm on the side of cancer.  Are you joking?"
Barney, I never joke about the sublime art of burlesque entertainment.," Are you joking?  No, Barney, that's insane. Sir, would you like me to buy you a ticket to the buffet."
Barney," Ted, Walter's been to three shelter dinners. You know where he hasn't been? To heaven with Samantha. Look, it's the one chance you've had all day to help someone in need. Now buy this man a lap dance."," No, I'm stuffed. Just a lap dance would be fine.  You said you wanted to see the joy in someone's eyes."
Barney," No, no.", I hope not.  These look kinda like blood.
Barney, That's ridiculous.," OK, I know that you've all dismissed this theory before, but is there any chance that Carl is a vampire?  I'm serious. Think about it. He always wears black, we never see him in the daylight, only after dark."
Barney, You gonna put out?," $1500, Stop rounding up. And it's for third world hunger.  What? There's only one reason he's taking her to this dinner and it's not so little Mutu can get his malaria pills."
Barney, What? There's only one reason he's taking her to this dinner and it's not so little Mutu can get his malaria pills., You gonna put out?  I think my soul just threw up a little bit.
Barney, What? You done? Great. Check out table number four. See that little hottie on the end. She's short but has an ample bosom. I love it. She's like half-boob. Let's go.," OK, first of all, hundred millionaire. And second, she's not the girl of my dreams. We're just friend. Look, it would not be smart if we got together. I mean, I'm looking to settle down. She's looking for...  Yeah, and say what? What's our big opening line?"
Barney, Daddy's home.," Yeah, and say what? What's our big opening line?  Daddy's home?"
Barney, Yeah.," Daddy's home?  You want us to go over there right now and say to those girls, 'daddy's home.' Really think about that, Barney."
Barney," Hm. Yeah, I think it's pretty solid."," You want us to go over there right now and say to those girls, 'daddy's home.' Really think about that, Barney.  OK, think about this, is there even a single item on the menu that has garlic in it?"
Barney," (holding up small yellow piece of paper) Then Daddy wouldn't have gotten this seven-digit Father's Day card from Amy, huh?"," Oh, daddy's back. See, if you'd taken a moment to think about that...  That worked. I hate the world."
Barney," Ted, your problem is all you do is think, think, think. I'm teaching you how to do, do, do.", That worked. I hate the world.  Doo-doo.
Barney, Totally.," Doo-doo.  So, I think a lot. I happen to have a very powerful brain. It can't be helped."
Barney, Oh yes it can.," So, I think a lot. I happen to have a very powerful brain. It can't be helped.  Interesting"
Barney," Ted, I believe you and I met for a reason. It's like the universe was saying, hey, Barney, there's this dude, he's pretty cool but it's your job to make him awesome. Your brain screws you up, Ted. It gets in the way. It happened with Robin, it happened with half-boob. And it's gonna keep on happening until you power down that bucket of neuroses inebriation-style."," Interesting  So, what? You want me to do a sh*t."
Barney, Oh no. I want you to do five sh*ts.," So, what? You want me to do a sh*t.  Oooh, more interesting."
Barney," No, don't think. Do."," Barney, I think you've officially...  Ted, he's right. You overthink. Maybe you should overdrink."
Barney," Drink, drink, drink, drink..."," Ted, he's right. You overthink. Maybe you should overdrink.  Ah, Lily, will you tell these guys how stupid they're being?"
Barney," Drink, drink, drink, drink, drink..."," Guys, you are being immature and moronic and drink, drink, drink  Yes! Drink, drink, drink..."
Barney," Yes! Drink, drink, drink..."," Drink, drink, drink, drink, drink...  Let me tell you something about this brain, OK?"
Barney," Drink! Drink, drink..."," Let me tell you something about this brain, OK?  Even alcohol cannot stop this brain."
Barney," I love it, I love it, I love it."," Even alcohol cannot stop this brain.  Drink, drink, drink..."
Barney," Drink, drink, drink, drink..."," This brain, dear mortals, is no ordinary brain.  This is a superbrain."
Barney, No....Dammit., Oh. (Marshall puts index finger on his nose)  How quickly you all forget. I haven't puked since high school. I am vomit-free since ninety-three. Vomit free since ninety-three. That's funny. I'm funny.
Barney," No, no, that's a great idea. That's the whole point of getting drunk. You do things you would never do in a million years if you were sober."," Oh, bad idea.  Says every girl you've ever slept with."
Barney," Ding, class dismissed. Here you go, kid, you call whoever you want.", You'll get this back at the end of class.  Thank you kind sir. At least someone appreciates the fact that I'm doing and not thinking. And now I don't think I won't not go to the bathroom.
Barney, Hello.," That girl in there is alive, right? Ted: I should call Barney, maybe he knows what happened.  Why are you sleeping in our tub?"
Barney, The porcelain keeps the suit from wrinkling.," Why are you sleeping in our tub?  Wait, were you here when I went to the bathroom in the middle of the night?"
Barney," Don't worry, I slept through it. (laughs) I totally didn't sleep through it. For a little girl, you've got a big t*nk."," Wait, were you here when I went to the bathroom in the middle of the night?  How did you get in here anyway? We put Ted to bed around one."
Barney," Oh, you put Ted to bed all right.", How did you get in here anyway? We put Ted to bed around one.  You guys take care of me. You guys are the best. I love you guys so much.
Barney," Hey, hey hey hey, he rallies. And the night begins now."," I'm back baby doll!  All right, game face on. Carl, two more. All right, all right, what do we think of this one?"
Barney," All right, game face on. Carl, two more. All right, all right, what do we think of this one?"," Hey, hey hey hey, he rallies. And the night begins now.  I think...."
Barney," Ehhh! Trick question, no thinking. You know what time it is? It's do o'clock. Let's ride.", I think....  Bring it.
Barney, Have you met Ted?, Bring it.  Excuse me.
Barney, Excuse me., Have you met Ted?  You're calling Robin.
Barney, You're calling Robin., Excuse me.  I'm calling Robin.
Barney," Ted, as your mentor and spiritual guide, I forbid you from calling her.", I'm calling Robin.  Oh yeah? What you gonna do?
Barney," If you complete that call, I will set your coat on f*re.", Oh yeah? What you gonna do?  You're bluffing.
Barney," Real suede wouldn't have gone up so fast. You got robbed, this is a blend.", You set me on f*re.  You set me on f*re. And who's the girl in my bed?
Barney, There's a girl in your bed., You set me on f*re. And who's the girl in my bed?  And a pineapple. Am I the only one who's curious about the pineapple?
Barney, Who is she?, And a pineapple. Am I the only one who's curious about the pineapple?  I have no idea.
Barney, Nice., I have no idea.  You really don't know who that is?
Barney," No, after I hosed you down with a beverage g*n, I brought you back here.", You really don't know who that is?  I better not have gotten b*rned.
Barney," Sleep it off, bra."," Barney, you've always taken care of me. You are a gentleman and a scholar. Go into my s*ab and take my finest stallion. He's yours, his name is Windjammer.  I'm back, baby doll! Ted: And I am gonna throw up."
Barney," Oh come on. You've gotta give me this one. Those five sh*ts got you farther with Robin than your brain ever did. See what happens when you don't think? You do! More importantly, you do Robin. Come on."," Did you guys?  All right, right over here."
Barney," Someone get him a sh*t, he's thinking again."," Still, what does this mean? Are we dating now? I mean, I never pictured it going down this way, but maybe that's how it had to happen. I mean, think about it...  Maybe it's not such a bad idea to think about this one. You and Robin went down this road before, you got dinged up pretty bad."
Barney, Daddy's home., Wake her up and say what?  Good luck buddy.
Barney, Daddy's home.," I know, it's two years of my life I'm never getting back. A little part of me just wants to jump the bones of the next guy I see.  Or the one after that."
Barney," OK, fair enough. I've got to prove a point to a friend, so you just gave me your number and your name is Amy.", Or the one after that.  Ladies.
Barney, Ladies.," OK, fair enough. I've got to prove a point to a friend, so you just gave me your number and your name is Amy.  I love everyone in this bar."
Barney, Robin., Hey guys.  Hi Robin.
Barney, Top of the morning.," Hi Robin.  Um, sorry I kept calling you like that. I was very drunk."
Barney, I'm good.," I love to snack.  Come on, those calls weren't that weird."
Barney, Question?," Okay, people, let's talk strategy. Last new years, we went our separate ways, and it sucked. This year we party together or not at all. Now, I sifted through your party submission and I narrowed them down to these five.  Yes, Barney, your submissions were received and no, we will not be attending any parties in your pants."
Barney," But you enjoyed the e-vite, right? Thas an actual picture of my pants."," Yes, Barney, your submissions were received and no, we will not be attending any parties in your pants.  Yeah."
Barney," People often ask me Barney, how is it that you're so psyched so much of the time?"," Oh, she works in my office. She seems like she might be into me. She's always finding reasons to hug me. So tonight...  By who? Who asks you that?"
Barney," And the answer is right here... my own, personal get psyched mix. Now, people often think a good mix should rise and fall, but people are wrong. It should be all rise, baby. Now prepare yourselves for an audio journey into the white-hot center of adrenaline. Bam.", By who? Who asks you that?  It's working.
Barney, Let's do this!," Oh, God. I'm reaching dangerous levels of psychage. Must do robot.  Yes! Let's! Oh, driver?"
Barney," Ranjit! Dude, you're driving a limo now. That's awesome."," Yes! Let's! Oh, driver?  I've moved up in the world."
Barney," Hey, what are we waiting for? We got five parties to h*t, and three hours to do it."," Oh, we rode in his cab one time. It's a long story.  Oh, I wish I could come with you guys but Derek should be coming by any minute to pick me up."
Barney, Party number one!," Party number one!  I can't believe we're leaving a party that had pigs in blankets. If you think we can b*at that, you got some brass ones."
Barney, Natalya.," So, Barney, who's your new friend?  Oh, friendly."
Barney, She... Who knows? The former Soviet Republic of Drunk-Off-Her-Ass-Istan?," So, where are you from, Natalya?  Super-drunk-fantastic, huh?"
Barney, Isn't she awesome?," Super-drunk-fantastic, huh?  How are your feet doing, baby?"
Barney," It's true. I can hear them. What's that, little boys? What's that? You wanna go for a... rock?"," Okay, Ted, but these dogs are really barking.  Ranjit! Party number two."
Barney," Oh, wait, wait, wait. We have to turn around. We left Natalya."," Party number three. Yeah.  Barney, none of us really liked her."
Barney, What?!," Barney, none of us really liked her.  Sorry."
Barney," Oh, very nice, Lily. You know, she is a guest in this country. So while you may chose to turn your back on her, I choose to turn my front on her. What up?", Sorry.  I'm sorry about Barney.
Barney, What? She needs to get psyched. Fine.," Oh, dude, not now!  Maybe I should just go home."
Barney, My finger slipped.," Maybe I should just go home.  Look, Robin, you're not going home. Come on, it's New Year's Eve. Look, so your date fell through. So what? What do you need a date for? Someone to kiss at midnight? Fine. I'll kiss you at... a little bit after midnight."
Barney," We couldn't go back for Natalya, a human being, but we do have time for hot dogs?"," Oh, yes. Ted, you rock.  Yeah, we like hot dogs."
Barney," No. No. We are already behind schedule. Ted, come on. We have an hour and a half before midnight I don't want to be kissing Ranjit."," Yeah, we like hot dogs.  You don't know what you're missing."
Barney," Oh, my God. He's coming over. Everybody be cool. Everybody be cool."," Should I say something? I should say something, right? Moby! Hey, Moby!  Hey."
Barney," Big fan. Barney Stinson. So, uh... what about this party?"," Wow. You're friendly.  It's just a New Year's thing. You know, with some friends."
Barney," Yes. Moby... Yeah, it should start high, get higher. This mix is my pride and joy. I never leave home without it."," This is a cool mix. You know, people think a great mix has to rise and fall. I think it should be all rise.  Oh, that's how I feel about Janice here."
Barney, Jan... Aah!," Oh, that's how I feel about Janice here.  So then I say, your motorcycle was like that when I got here."
Barney," But when we said, Hey, Moby, you said, Yeah.", No.  I thought you said Tony.
Barney," No, uh, we're good. We're good. Happy New Year, Not Moby."," You're sure? Come on. It's going to get nuts in there. There's this dude who owes me money.  Oh, hey, hey, um, be safe."
Barney, Why did we think that guy was Moby?," Oh, hey, hey, um, be safe.  I don't know. I see a short bald hipster, my mind goes straight to Moby."
Barney, That's Marshall's phone. Hello.," I don't know. I see a short bald hipster, my mind goes straight to Moby.  Oh, Marshall, thank God I got through."
Barney," Hey, sexy."," Oh, Marshall, thank God I got through.  Barney, where's Marshall?"
Barney, He left his phone in the limo. He's out looking for you.," Barney, where's Marshall?  What? Where?"
Barney, Party number three.," What? Where?  Well, I'm here at party number three and... Oh, my God! Guess who just walked in... Moby!"
Barney, Moby?! She's upstairs.," Well, I'm here at party number three and... Oh, my God! Guess who just walked in... Moby!  Lily, you have to get out of there this instant. That's not Moby."
Barney," Well, we know it's not Moby and it's not Tony."," Who was that guy?!  Ranjit, drive!"
Barney," Well, after that rather unpsyching experience, you know what it's time for? It's time to... what? That's right, re-psych. Re-psy... Where's the...? Oh, my God! Not Moby took my Get Psyched mix!"," No, no, no, no you were at party number four. You must have looked at the list wrong.  Barney, Barney, Barney, it's not worth it! Let it go. We need to get back on schedule."
Barney," Yeah, you know why all the circuits are jammed because everyone's calling their loved ones, everyone around the world. Everyone except Barney. Oh, sure, laugh. Laugh for Barney Stinson. Laugh for the sad clown trapped on his whirling carousel of suits and cigars and bimbos and booze. Round and round it goes. And where's it all heading? Nowhere.", I wish Marshall would call. I guess the circuits are jammed.  Is this just 'cause you lost your Get Psyched mix?
Barney, I'm sorry. Am I not allowed to have a pensive side?," Is this just 'cause you lost your Get Psyched mix?  No. No, not tonight. Not in the limo. We got to stay psyched. Ted went to a lot of trouble to make this an awesome New Year's. (singing...)*sh*t through the heart And you're to blame, darling*"
Barney," The first time I rode in a limo I was five. I was on the way to my grandfather's funeral. I suppose, in a way, I still am."," Oh, she just had to make an appearance at this other party. It's no big deal.  Okay, wow, it's getting weird in here. I'm going to call Marshall."
Barney," Give it a rest, Ted.", Marshall!  Give what a rest?
Barney," Trying to turn this night into anything more than what it is, which is New Year's Eve which is the single biggest letdown of a night every single year.", Give what a rest?  Marshall!
Barney," Stop trying to chase down some magical, perfect New Years, Ted. It doesn't exist."," Come on, come on, we can still turn this thing around. We've still got ten minutes.  Marshall!"
Barney, Come on! Oh! Oh!," Yes, Moby's party. Check it out. He signed my shirt. And guess what I found. Yeah, I heard it playing at the party, so I swiped it. Yeah, I know. Come on.  Baby, baby, I was so worried about you. Why didn't you call me?"
Barney," Yeah, it turns out she was asleep in the front seat the whole time. Ranjit, why didn't you tell me?", Natalya?  I didn't want to awake her. She looked so peaceful.
Barney, Cheers. Well said.," Ranjit, put her in park. Dudes, I'm sure party number five is awesome, but it's not the best party in New York. 'Cause this is, right here.  Cheers."
Barney," Here, you need a mint."," I super love you, okay?  Eight, seven, six, five, four, three, two, one! Happy New Year!"
Barney," Ted, have you ignored all my teachings? Ted: For the most part, yeah."," Who the hell am I gonna bring to this wedding?  You don't bring a date to a wedding. That's like bringing a deer carcass on a hunting trip. Oh Ted, oh Ted, no, no date."
Barney," You don't bring a date to a wedding. That's like bringing a deer carcass on a hunting trip. Oh Ted, oh Ted, no, no date."," Ted, have you ignored all my teachings? Ted: For the most part, yeah.  Deer carcass, really? That's the metaphor you're going for?"
Barney," Ted, it's a simile."," Deer carcass, really? That's the metaphor you're going for?  Well, it's too late now. If I don't bring a date, a $200 piece of chicken-slash-salmon will go uneaten. I gotta bring someone, but who?"
Barney," Don't b*at yourself up. He'll be fine. I mean, the guy's like a billionaire. He can put his platinum card on a fishing line and reel in 10 chicks hotter than you."," Never really clicked. I felt bad though, he was pretty bummed.  Thanks, I feel a lot better. Think I'll get that drink now."
Barney," What I don't get is, why is Claudia marrying Stuart? She's way hotter than him. How way? Way way."," I need a date to this wedding. Wish me luck  This wedding does sound pretty amazing though. Fancy hotel ballroom, everybody all dressed up."
Barney, What?," Ah, here we go.  We can't get anywhere with our wedding plans because I want it to be fun and Marshall wants it to be lame."
Barney, What up?," A little girl?  OK, I'm just saying, that it's my wedding too and I should have a say in it."
Barney," OK, I'm just saying, that it's my wedding too and I should have a say in it."," What up?  Yes, but I'm the bride so I win."
Barney," Seriously, Claudia and Stuart?! I mean, I've hooked up with the odd lass who was beneath my level of attractiveness, but, you know, I was drunk. There's no way Claudia has been drunk for three years."," Right. But I'm the bride, so I win.  You know, I've always found that the best way to get over a failed relationship is to celebrate someone else's successful one."
Barney," Invigorating, thanks."," Yeah, how was that manicure yesterday?  OK, I wasn't going to say it in front of the guys but back then I really thought that's how it worked."
Barney," But to be fair, she's also hot."," I don't believe this, Claudia is crazy.  I totally checked 'plus one', I'm sure I did."
Barney," Yeah, right."," I totally checked 'plus one', I'm sure I did.  I did."
Barney," Yeah, I don't think you did. You know why? Because deep down, you didn't want to show up at this thing with a date. See, for all your big talk about being ready for a relationship, deep down you're single. It's your default setting. Ted, you know what's in the back of your brain?"," I did.  Oh great, here comes the 'little Barney' speech."
Barney," Behind a curtain, in a dark little room, secretly controlling your every move..."," Oh great, here comes the 'little Barney' speech.  A little Barney."
Barney," A little Barney. And you know what he said? (changing tone of voice) Ted, you will bring no dates to this wedding. You will h*t on drunk bridesmaids with actual-size Barney.", A little Barney.  Wow.
Barney," Hi, sad-eyes. What's got you down? Claudia: Stuart and I just broke up."," Let's say we get these crazy kids back together.  Oh, God, I'm so sorry. That's just, that's just... (to bartender) two vodka cranberries."
Barney," Oh, God, I'm so sorry. That's just, that's just... (to bartender) two vodka cranberries."," Hi, sad-eyes. What's got you down? Claudia: Stuart and I just broke up.  You remembered I drink vodka cranberries."
Barney," Remember? When it comes to you, how could I forget?", You remembered I drink vodka cranberries.  (to bartender) They all drink vodka cranberries.
Barney, (to bartender) They all drink vodka cranberries.," Remember? When it comes to you, how could I forget?  So, is there anything else you need, sweetie?"
Barney," So, is there anything else you need, sweetie?"," (to bartender) They all drink vodka cranberries.  You got $400,000?"
Barney," No, but I do have a hug."," You got $400,000?  (looking up, whispers) Thank you."
Barney," (looking up, whispers) Thank you."," No, but I do have a hug.  Stuart, I don't know what to say. If I caused this in any way..."
Barney," Maybe we got together too young. Maybe that's what the problem was. I mean, I'm 28 years old. I've really only been with one man."," You know I don't have $400,000, right?  That's just, that's... (yelling over to bartender) two more vodka cranberries please."
Barney," That's just, that's... (yelling over to bartender) two more vodka cranberries please."," Maybe we got together too young. Maybe that's what the problem was. I mean, I'm 28 years old. I've really only been with one man.  Claudia, it's all gonna be OK."
Barney," Claudia, it's all gonna be OK."," That's just, that's... (yelling over to bartender) two more vodka cranberries please.  Thanks for listening, Barney. Really means a lot to me."
Barney," Isn't it weird that we should run into each other like this? Two souls of equal levels of attractiveness, both fitting together like two pieces of a very attractive puzzle."," Thanks for listening, Barney. Really means a lot to me.  Oh, hell no."
Barney, Oww," Oh, hell no.  Claudia is getting married tomorrow and so help me God, if I catch you even so much as breathing the same air as her, I will take those peanuts you try to pass off as testicles and I will squeeze them so hard your eyes pop out and then I'll feed them to you like grapes."
Barney," Wait, my eyes or my testicles? Lily: One of each."," Claudia is getting married tomorrow and so help me God, if I catch you even so much as breathing the same air as her, I will take those peanuts you try to pass off as testicles and I will squeeze them so hard your eyes pop out and then I'll feed them to you like grapes.  All right, all right."
Barney," All right, all right."," Wait, my eyes or my testicles? Lily: One of each.  Claudia."
Barney," Man, you know something, Stuart's my new hero. If that dude can bag a nine, I gotta be able to bag like a sixteen."," Coming up, are there snakes living in your walls? The answer may surprise you, after the break.  What's a sixteen?"
Barney, Those two eight's right over there. Yeah., What's a sixteen?  Hi Ted.
Barney," Speaking of easy, bridesmaids, Ted. Bridesmaids."," Look at that. That's how it's supposed to be, that, right there. Easy. Simple. It's just not like that with Robin. It's not easy, and on some level, it has to just be easy.  By the way, I almost forgot. We found this."
Barney, Being single's the best., I'm single. Maybe that's just who I am. And you know what? I like being single.  Stay out as late as you want.
Barney, Answer to no one., Stay out as late as you want.  The whole world full of endless possibilities.
Barney, Never having to go to a farmer's market.," The whole world full of endless possibilities.  OK, ah, doing some math here. Table six has got three bridesmaids, an eight, an eight and a seven. I am willing to give you one of the eight's, lowering myself to a fifteen, which means you owe me..."
Barney," OK, ah, doing some math here. Table six has got three bridesmaids, an eight, an eight and a seven. I am willing to give you one of the eight's, lowering myself to a fifteen, which means you owe me..."," Never having to go to a farmer's market.  So there we were, two single guys doing our usual single guy thing. For whatever reason, I had let myself believe that this night would be a turning point, that this was the night that my life, my real life, would finally begin. Funny thing is, I wasn't totally wrong."
Barney," Yeah, I ship out tomorrow for two years. You know, some people say the Peace Corps is the most noble thing a person can do. To those people, I say, Is it? And usually they say, yes it is."," Wow, the Peace Corps?  Barney, they are so right. I wish there was something I could do."
Barney," Oh, Tanya, I'm so glad you said that."," Barney, they are so right. I wish there was something I could do.  This wasn't how I thought the night would turn out."
Barney," Ted, Ted, Ted, look, I got a bridesmaid, Ted, look, look, Ted, the second hottest bridesmaid, Ted, look. See ya Ted."," Wow, this is kind of exciting. Our names will forever be shrouded...  So, I'm Ted."
Barney," This better be good, I'm about to enter nirvana. By the way, I should give you Nirvana's phone number, she gives a great massage. Say what?", Great. How do we get in touch with the bridesmaids?  Barney.
Barney, Ow. I know the house rules. Es un chiste.," Barney.  Uh, listen, Barney, I saw you talking to that bridesmaid last night. Did you happen to get her phone number?"
Barney, You know I did.," Uh, listen, Barney, I saw you talking to that bridesmaid last night. Did you happen to get her phone number?  Great. I'm gonna need you to call her for me."
Barney, You know I won't., Great. I'm gonna need you to call her for me.  Why not?
Barney," Because we just hooked up last night. I can't call the girl the next day. I have to wait at least, like, forever. Oh snap. Never gonna call her. Besides, she thinks I'm on my way to India."," Why not?  Oh, come on, Barney. It's for a good cause."
Barney," Ted going all castrati over another girl is exactly not a good cause. Sorry, buddy, I wish I could help you, my hands are tied. Oh no, wait, that was last night."," Oh, come on, Barney. It's for a good cause.  OK, Barney, I'll tell you what I'm gonna do. You make this call and I will go with you to Foxy Boxing."
Barney, Really? Ted: Yeah.," OK, Barney, I'll tell you what I'm gonna do. You make this call and I will go with you to Foxy Boxing.  But you always said that Foxy Boxing girls were neither foxy nor good at boxing."
Barney, But you always said that Foxy Boxing girls were neither foxy nor good at boxing., Really? Ted: Yeah.  I'm ready to be proven wrong.
Barney, Tonight? Ted: Tonight. Dial.," I'm ready to be proven wrong.  (on phone) Yeah, Tanya, turns out I don't leave for the Peace Corps until tomorrow. Yeah, I know, sucks. Just one fewer day I get to help people. Anyway, this girl, any idea who she was? Hold on."
